Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,option_logits_raw,confidence_dist,confidence_top_prob,chosen_option,reasoning,chosen_original_option,rsa_l0,rsa_s1,rsa_l1,rsa_final,rsa_raw_text
C1_30_A_I,C1_30,139,1,ambiguous,ironic,d,There had been very little worth eating at the buffet.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He left the buffet feeling hungry.
Target utterance: He says: """"Truly a feast for the senses."" ""
What meaning is He most likely conveying?
a. Diners often have a buffet.
b. The buffet was a rich.
c. The feast was celebrated every year in their village.
d. There had been very little worth eating at the buffet.
Answer:
","b
","['d', 'a', 'c', 'b']",4,A_I,"{'a': 21.125, 'b': 36.25, 'c': 22.0, 'd': 22.0}","{'a': 2.6995741109203664e-07, 'b': 0.9999984502792358, 'c': 6.475942200268037e-07, 'd': 6.475942200268037e-07}",0.9999984502792358,b,,a,,,,,b
C1_31_A_NI,C1_31,260,1,ambiguous,non-ironic,b,The picnic was nourishing and genuinely enjoyable.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They left the picnic feeling hungry.
Target utterance: They say: """"Food for the soul.""""
What meaning is They most likely conveying?
a. They spent the morning preparing sandwiches for the picnic.
b. The picnic was nourishing and genuinely enjoyable.
c. There was barely anything to eat; they left unsatisfied.
d. She always kept her soul music collection in good order.
Answer:
","b
","['d', 'a', 'b', 'c']",4,A_NI,"{'a': 21.625, 'b': 36.0, 'c': 21.875, 'd': 22.125}","{'a': 5.714994699701492e-07, 'b': 0.9999977350234985, 'c': 7.338198884099256e-07, 'd': 9.42243332247017e-07}",0.9999977350234985,b,,a,,,,,b
C1_32_UA_I,C1_32,228,1,unambiguous,ironic,a,The waiter had forgotten to fill his plate and he did not eat anything.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He looked at the empty plate in front of him and was starving.
Target utterance: He says: """"No way I could eat more."" ""
What meaning is He most likely conveying?
a. The waiter had forgotten to fill his plate and he did not eat anything.
b. He went to a stylish pottery to buy a special plate.
c. His plate had been full with food and he ate it all up.
d. He prefers to eat his lunch alone.
Answer:
","c
","['b', 'd', 'a', 'c']",4,UA_I,"{'a': 17.75, 'b': 18.0, 'c': 31.125, 'd': 19.25}","{'a': 1.5534839121755795e-06, 'b': 1.994712874875404e-06, 'c': 0.9999895095825195, 'd': 6.962231509533012e-06}",0.9999895095825195,c,,a,,,,,c
C1_33_UA_NI,C1_33,24,1,unambiguous,non-ironic,d,The library was a calm and quiet environment.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She walked into the library and it was inaudible.
Target utterance: She says: """"Perfect place to concentrate.""""
What meaning is She most likely conveying?
a. She asked her colleague for a place to concentrate.
b. She looked for a new book in the library.
c. The library was far too noisy to concentrate.
d. The library was a calm and quiet environment.
Answer:
","d
","['c', 'd', 'b', 'a']",4,UA_NI,"{'a': 19.625, 'b': 18.5, 'c': 19.25, 'd': 34.5}","{'a': 3.466325040335505e-07, 'b': 1.1253509768494041e-07, 'c': 2.3823679384804564e-07, 'd': 0.9999992847442627}",0.9999992847442627,d,,a,,,,,d
C1_34_A_I,C1_34,25,1,ambiguous,ironic,d,The concert was pretty loud.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: We came back from a concert which was quiet.
Target utterance: I say: """"I've almost gone deaf.""""
What meaning is She most likely conveying?
a. The concert was surprisingly quiet.
b. I was looking forward to the next concert.
c. My grandfather is deaf.
d. The concert was pretty loud.
Answer:
","a
","['a', 'd', 'c', 'b']",4,A_I,"{'a': 39.25, 'b': 23.0, 'c': 20.25, 'd': 22.625}","{'a': 0.9999998807907104, 'b': 8.764247638737288e-08, 'c': 5.602795560832874e-09, 'd': 6.023573462243803e-08}",0.9999998807907104,a,,a,,,,,a
C1_35_A_NI,C1_35,31,1,ambiguous,non-ironic,a,The movie was too quiet to hear.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context:  She watched a movie in the theater and found it quiet.
Target utterance: She says: """"It was so difficult to hear.""""
What meaning is She most likely conveying?
a. The movie was too quiet to hear.
b. The movie was very loud.
c. She generally has difficulties with her hearing.
d. Watching a movie in the theater is a real event.
Answer:
","a
","['a', 'b', 'c', 'd']",4,A_NI,"{'a': 39.25, 'b': 22.625, 'c': 20.375, 'd': 21.875}","{'a': 0.9999998807907104, 'b': 6.023573462243803e-08, 'c': 6.3487992640887114e-09, 'd': 2.8453344569356886e-08}",0.9999998807907104,a,,a,,,,,a
C1_36_UA_I,C1_36,29,1,unambiguous,ironic,d,He would expected to hear louder music from his neighbours' party.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His neighbours' music was inaudible.
Target utterance: He says: """"It seems like they are having a great party.""""
What meaning is He most likely conveying?
a. He likes talking about pop music.
b. He thinks that his neighbours' are having a great party with music.
c. He is still unsure which party to vote for in the upcoming elections.
d. He would expected to hear louder music from his neighbours' party.
Answer:
","b
","['d', 'a', 'c', 'b']",4,UA_I,"{'a': 23.25, 'b': 38.0, 'c': 23.75, 'd': 23.5}","{'a': 3.9278575059142895e-07, 'b': 0.9999984502792358, 'c': 6.475942200268037e-07, 'd': 5.043468718213262e-07}",0.9999984502792358,b,,a,,,,,b
C1_37_UA_NI,C1_37,53,1,unambiguous,non-ironic,a,The questions required thorough preparation to answer.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She prepared impossible questions for the students.
Target utterance: She says: """"I hope they're prepared for this.""""
What meaning is She most likely conveying?
a. The questions required thorough preparation to answer.
b. She posted the question on the class forum.
c. She had never felt so well prepared for a meeting.
d. The questions were straightforward and required little effort.
Answer:
","a
","['a', 'd', 'c', 'b']",4,UA_NI,"{'a': 38.25, 'b': 21.625, 'c': 19.5, 'd': 21.5}","{'a': 0.9999998807907104, 'b': 6.023573462243803e-08, 'c': 7.194131956822503e-09, 'd': 5.315784434856141e-08}",0.9999998807907104,a,,a,,,,,a
C1_38_A_I,C1_38,172,1,ambiguous,ironic,a,Booking the appointment was frustrating and difficult.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He booked an appointment through a system which was difficult to use.
Target utterance: He says:  """"That was about as easy as it gets.""""
What meaning is He most likely conveying?
a. Booking the appointment was frustrating and difficult.
b. He decided to cancel the appointment.
c. Booking the appointment was straightforward and effortless.
d. He always found parallel parking easy as it gets.
Answer:
","a
","['b', 'd', 'a', 'c']",4,A_I,"{'a': 38.75, 'b': 21.625, 'c': 19.875, 'd': 21.5}","{'a': 0.9999998807907104, 'b': 3.653481783771895e-08, 'c': 6.3487992640887114e-09, 'd': 3.224186428951725e-08}",0.9999998807907104,a,,b,,,,,a
C1_39_A_NI,C1_39,233,1,ambiguous,non-ironic,a,Completing the task was a genuine sign of intelligence.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They finished a difficult task for their maths lesson.
Target utterance: They say: """"We must be very smart.""""
What meaning is They most likely conveying?
a. Completing the task was a genuine sign of intelligence.
b. Anyone could have done the task, no special abilities required.
c. They were always smart about managing their money.
d. They were given another task after the math lesson.
Answer:
","a
","['a', 'b', 'c', 'd']",4,A_NI,"{'a': 38.75, 'b': 21.75, 'c': 19.75, 'd': 21.5}","{'a': 0.9999998807907104, 'b': 4.139937104241653e-08, 'c': 5.602795560832874e-09, 'd': 3.224186428951725e-08}",0.9999998807907104,a,,a,,,,,a
C1_40_UA_I,C1_40,144,1,unambiguous,ironic,d,Making the payment was complicated and painful.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He made a payment through a website which was impossible to use.
Target utterance: He says:  """"Technology at its finest.""""
What meaning is He most likely conveying?
a. Making the payment was a smooth and effortless experience.
b. He decided to cancel the payment altogether.
c. He always thought the finest restaurants required a reservation.
d. Making the payment was complicated and painful.
Answer:
","d
","['a', 'd', 'c', 'b']",4,UA_I,"{'a': 21.375, 'b': 20.125, 'c': 20.75, 'd': 37.5}","{'a': 9.931193289958173e-08, 'b': 2.8453344569356886e-08, 'c': 5.315784434856141e-08, 'd': 0.9999998807907104}",0.9999998807907104,d,,b,,,,,d
C1_41_UA_NI,C1_41,147,1,unambiguous,non-ironic,c,Her kitchen was tidy.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She finished cooking and the kitchen was pristine.
Target utterance: She says: """"I'm the sort of person who likes to keep things tidy.""""
What meaning is She most likely conveying?
a. Children should regularly tidy up their rooms.
b. Her kitchen was a mess.
c. Her kitchen was tidy.
d. The apartment came with a fully equipped kitchen.
Answer:
","c
","['c', 'b', 'a', 'd']",4,UA_NI,"{'a': 17.125, 'b': 17.375, 'c': 30.625, 'd': 18.125}","{'a': 1.3709496897718054e-06, 'b': 1.760334157552279e-06, 'c': 0.999993085861206, 'd': 3.7266274830471957e-06}",0.999993085861206,c,,a,,,,,c
C1_42_A_I,C1_42,55,1,ambiguous,ironic,a,The room was left in a terrible state for far too long.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They walked into the room and found it clean.
Target utterance: They said: ""“Looks like you didn’t wait too long to clean it.”""
What meaning is They most likely conveying?
a. The room was left in a terrible state for far too long.
b. They never had to wait long for a table.
c. The room was tidied up well before it got too messy.
d. They decided to book a different room altogether.
Answer:
","c
","['b', 'c', 'a', 'd']",4,A_I,"{'a': 17.875, 'b': 18.125, 'c': 30.125, 'd': 18.0}","{'a': 4.785038981935941e-06, 'b': 6.144111921457807e-06, 'c': 0.9999836683273315, 'd': 5.422159574663965e-06}",0.9999836683273315,c,,a,,,,,c
C1_43_A_NI,C1_43,67,1,ambiguous,non-ironic,b,The street was genuinely pleasant.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The street was clean.
Target utterance: They say:  """"Such a beautiful walk.""""
What meaning is They most likely conveying?
a. A dog was barking on the street.
b. The street was genuinely pleasant.
c. They went for a walk in the park.
d. The street was far from pretty.
Answer:
","b
","['d', 'a', 'c', 'b']",4,A_NI,"{'a': 21.875, 'b': 36.0, 'c': 22.0, 'd': 21.75}","{'a': 7.338199452533445e-07, 'b': 0.9999978542327881, 'c': 8.315269610648102e-07, 'd': 6.475938789662905e-07}",0.9999978542327881,b,,a,,,,,b
C1_44_UA_I,C1_44,83,1,unambiguous,ironic,c,The floor was very dirty.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The floor was pristine.
Target utterance: She says: """"You could practically eat off the floor here.""""
What meaning is She most likely conveying?
a. The floor was very clean.
b. The dance floor was very empty.
c. The floor was very dirty.
d. She could eat a whole cake.
Answer:
","a
","['a', 'd', 'b', 'c']",4,UA_I,"{'a': 37.25, 'b': 21.25, 'c': 19.75, 'd': 20.875}","{'a': 0.9999997615814209, 'b': 1.1253514742293191e-07, 'c': 2.510998520222074e-08, 'd': 7.734419682492444e-08}",0.9999997615814209,a,,a,,,,,a
C1_45_UA_NI,C1_45,40,1,unambiguous,non-ironic,c,The movie was funny and great.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They watched a grim movie.
Target utterance: They say: """"That was the perfect movie for a laugh.""""
What meaning is They most likely conveying?
a. They had such a perfect night.
b. They saw three movies that week.
c. The movie was funny and great.
d. The movie wasn't amusing.
Answer:
","c
","['c', 'd', 'a', 'b']",4,UA_NI,"{'a': 18.625, 'b': 18.875, 'c': 32.25, 'd': 18.875}","{'a': 1.2098619208700256e-06, 'b': 1.553493461869948e-06, 'c': 0.9999957084655762, 'd': 1.553493461869948e-06}",0.9999957084655762,c,,a,,,,,c
C1_46_A_I,C1_46,159,1,ambiguous,ironic,a,The musical was purely for laughs.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The musical she watched was really serious.
Target utterance: She says: """"That cracked me up.""""
What meaning is She most likely conveying?
a. The musical was purely for laughs.
b. The musical left her deeply moved.
c. She answered some questions about the musical.
d. The joke cracked everyone up.
Answer:
","b
","['b', 'a', 'd', 'c']",4,A_I,"{'a': 21.75, 'b': 35.5, 'c': 22.5, 'd': 22.75}","{'a': 1.0676974397938466e-06, 'b': 0.9999938011169434, 'c': 2.2603153411182575e-06, 'd': 2.9023024126217933e-06}",0.9999938011169434,b,,a,,,,,b
C1_47_A_NI,C1_47,3,1,ambiguous,non-ironic,a,The situation was genuinely amusing.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The situation was serious.
Target utterance: She says: """"Truly something to laugh about.""""
What meaning is She most likely conveying?
a. The situation was genuinely amusing.
b. She always found it hard to laugh about things.
c. The situation was far too serious.
d. She tried to make the best of the situation.
Answer:
","a
","['a', 'c', 'b', 'd']",4,A_NI,"{'a': 36.75, 'b': 20.75, 'c': 18.875, 'd': 21.0}","{'a': 0.9999997615814209, 'b': 1.1253514742293191e-07, 'c': 1.7257825390970538e-08, 'd': 1.4449798868554353e-07}",0.9999997615814209,a,,a,,,,,a
C1_48_UA_I,C1_48,208,1,unambiguous,ironic,c,The talk contained no humour.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His talk was grim. 
Target utterance: Hey says: """"Wow, so many jokes in one talk.""""
What meaning is He most likely conveying?
a. He decided to cancel the talk.
b. He was a fan of old jokes.
c. The talk contained no humour.
d. The talk contained humour.
Answer:
","d
","['d', 'c', 'b', 'a']",4,UA_I,"{'a': 18.875, 'b': 17.75, 'c': 19.125, 'd': 33.75}","{'a': 3.466324187684222e-07, 'b': 1.1253506926323098e-07, 'c': 4.4508482233140967e-07, 'd': 0.9999990463256836}",0.9999990463256836,d,,a,,,,,d
C1_49_UA_NI,C1_49,229,1,unambiguous,non-ironic,a,The airport experience was enjoyable.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He had a terrible experience at the airport.
Target utterance: He says: """"A complete nightmare, really.""""
What meaning is He most likely conveying?
a. The airport experience was enjoyable.
b. He came back from his trip exhausted.
c. He decided to book a different airport transfer.
d. The airport experience was thoroughly unpleasant.
Answer:
","d
","['a', 'c', 'd', 'b']",4,UA_NI,"{'a': 19.125, 'b': 17.5, 'c': 19.25, 'd': 34.5}","{'a': 2.102432858919201e-07, 'b': 4.139935327884814e-08, 'c': 2.382368506914645e-07, 'd': 0.9999995231628418}",0.9999995231628418,d,,b,,,,,d
C1_50_A_I,C1_50,254,1,ambiguous,ironic,d,The exam results were deeply disappointing.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He studied hard for the exam, and the results were bad.
Target utterance: He says: """"Well, this is amazing.""""
What meaning is He most likely conveying?
a. He always found art museums amazing.
b. He had one more exam this week.
c. The exam results were impressive
d. The exam results were deeply disappointing.
Answer:
","d
","['c', 'd', 'a', 'b']",4,A_I,"{'a': 19.375, 'b': 17.875, 'c': 19.25, 'd': 34.25}","{'a': 3.466325040335505e-07, 'b': 7.734416129778765e-08, 'c': 3.059020912132837e-07, 'd': 0.9999992847442627}",0.9999992847442627,d,,b,,,,,d
C1_51_A_NI,C1_51,129,1,ambiguous,non-ironic,b,They found the play dull.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They left the play feeling bad.
Target utterance: They said:  """"That wasn't fun at all.""""
What meaning is They most likely conveying?
a. They found the play entertaining.
b. They found the play dull.
c. They liked to watch a play in their favorite theatre.
d. They had fun eating together.
Answer:
","b
","['b', 'a', 'd', 'c']",4,A_NI,"{'a': 21.875, 'b': 36.75, 'c': 22.625, 'd': 22.375}","{'a': 3.4663219139474677e-07, 'b': 0.9999983310699463, 'c': 7.338202863138577e-07, 'd': 5.714998110306624e-07}",0.9999983310699463,b,,a,,,,,b
C1_52_UA_I,C1_52,114,1,unambiguous,ironic,b,She found the whole meal disappointing.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She had a terrible meal at a restaurant.
Target utterance: She says: """"That was a great restaurant visit.""""
What meaning is She most likely conveying?
a. She wanted to try the meal for months.
b. She found the whole meal disappointing.
c. The rmeal was a genuinely enjoyable experience.
d. She always enjoyed a restaurant visit before a big day out.
Answer:
","b
","['d', 'b', 'a', 'c']",4,UA_I,"{'a': 21.25, 'b': 35.5, 'c': 22.75, 'd': 22.625}","{'a': 6.475913210124418e-07, 'b': 0.9999939203262329, 'c': 2.9023026399954688e-06, 'd': 2.5612732770241564e-06}",0.9999939203262329,b,,b,,,,,b
C1_53_UA_NI,C1_53,140,1,unambiguous,non-ironic,a,The ground was moist and muddy after the rain.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: After the weather changed, the ground became parched.
Target utterance: She says: """"Perfect conditions for a picnic..""""
What meaning is She most likely conveying?
a. The ground was moist and muddy after the rain.
b. She knelt in the mud to look closely at the earth.
c. The ground was uneven where she stood.
d. The ground was dried out.
Answer:
",d,"['a', 'c', 'd', 'b']",4,UA_NI,"{'a': 19.125, 'b': 17.875, 'c': 18.75, 'd': 35.75}","{'a': 6.023573462243803e-08, 'b': 1.7257827167327378e-08, 'c': 4.139937104241653e-08, 'd': 0.9999998807907104}",0.9999998807907104,d,,b,,,,,d
C1_54_A_I,C1_54,123,1,ambiguous,ironic,a,The garden was just watered and needed to dry out.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The garden was dry in the morning.
Target utterance: They said: """"That’s enough water for the day.""""
What meaning is They most likely conveying?
a. The garden was just watered and needed to dry out.
b. They wanted a new water feature.
c. The garden was struggling without any water.
d. They played some boardgames in the garden.
Answer:
","c
","['b', 'c', 'a', 'd']",4,A_I,"{'a': 17.875, 'b': 17.5, 'c': 30.125, 'd': 18.0}","{'a': 4.785052624356467e-06, 'b': 3.288715561211575e-06, 'c': 0.9999865293502808, 'd': 5.422175036073895e-06}",0.9999865293502808,c,,a,,,,,c
C1_55_A_NI,C1_55,100,1,ambiguous,non-ironic,a,The plants had been getting plenty of moisture to grow.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The field was dry.
Target utterance: He says: """"Terrible news for anything trying to grow..""""
What meaning is He most likely conveying?
a. The plants had been getting plenty of moisture to grow.
b. He had been reading about different farming techniques.
c. The plants had been wilting due to lack of water.
d. He was considering buying a new tractor.
Answer:
","c
","['a', 'c', 'b', 'd']",4,A_NI,"{'a': 17.5, 'b': 17.5, 'c': 30.0, 'd': 18.125}","{'a': 3.726599516085116e-06, 'b': 3.726599516085116e-06, 'c': 0.9999855756759644, 'd': 6.962204224691959e-06}",0.9999855756759644,c,,b,,,,,c
C1_56_UA_I,C1_56,158,1,unambiguous,ironic,a,Her hair was completely dry.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She saw her parched hair.
Target utterance: She said: """"The rain really caught me by surprise.""""
What meaning is She most likely conveying?
a. Her hair was completely dry.
b. She had her hair cut short last week.
c. They organised a surprise party for him.
d. Her hair was soaking wet.
Answer:
","d
","['b', 'd', 'c', 'a']",4,UA_I,"{'a': 20.875, 'b': 18.125, 'c': 18.5, 'd': 35.0}","{'a': 7.338209115914651e-07, 'b': 4.6911601714327844e-08, 'c': 6.82559786469028e-08, 'd': 0.9999991655349731}",0.9999991655349731,d,,a,,,,,d
C1_57_UA_NI,C1_57,89,1,unambiguous,non-ironic,c,I admired the outfit.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: I wore a hideous outfit to attend the award ceremony.
Target utterance: I say: """"I really didn't try at all today.""""
What meaning is I most likely conveying?
a. I thought the outfit was ugly.
b. I received an amazing award.
c. I admired the outfit.
d. The comedians on the stage enjoyed themselves.
Answer:
","a
","['b', 'c', 'a', 'd']",4,UA_NI,"{'a': 40.0, 'b': 23.875, 'c': 20.875, 'd': 23.125}","{'a': 0.9999998807907104, 'b': 9.931193289958173e-08, 'c': 4.94445018262013e-09, 'd': 4.691163368875095e-08}",0.9999998807907104,a,,b,,,,,a
C1_58_A_I,C1_58,105,1,ambiguous,ironic,c,She thought the car was ugly.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She saw an ugly car on the street.
Target utterance: She says: """"That’s a real beauty.""""
What meaning is she most likely conveying?
a. She admired the car.
b. She thought the painting was beautiful.
c. She thought the car was ugly.
d. She had booked a car.
Answer:
","a
","['a', 'c', 'b', 'd']",4,A_I,"{'a': 38.5, 'b': 22.125, 'c': 20.375, 'd': 22.125}","{'a': 0.9999998807907104, 'b': 7.734421103577915e-08, 'c': 1.3440407897746809e-08, 'd': 7.734421103577915e-08}",0.9999998807907104,a,,a,,,,,a
