Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,chosen_option,reasoning
C1_38_UA_I,C1_38,56,1,unambiguous,ironic,4,"It was entirely predictable, nobody was the least bit shocked.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The situation was funny.
Target utterance: She says: """"I never would have guessed that.""""
What meaning is She most likely conveying?
1. The outcome came as a complete and genuine surprise.
2. She was following the situation closely for days.
3. She estimated the cost correctly on her first attempt.
4. It was entirely predictable, nobody was the least bit shocked.
Answer:
","1
",1,
C1_31_UA_NI,C1_31,57,1,unambiguous,non-ironic,1,The restaurant visit was a genuinely enjoyable experience.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She had an excellent meal at a restaurant.
Target utterance: She says: """"That was a great restaurant visit.""""
What meaning is She most likely conveying?
1. The restaurant visit was a genuinely enjoyable experience.
2. She wanted to try that museum for months.
3. She always visited the market before cooking a meal at home.
4. She found the whole restaurant visit disappointing.
Answer:
","1
",1,
C1_41_UA_I,C1_41,58,1,unambiguous,ironic,4,The garden was just watered and needed to dry out.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The garden was parched in the morning.
Target utterance: They say:  """"That’s enough water for the day.""""
What meaning is They most likely conveying?
1. They played some boardgames at a cafe.
2. The garden was struggling without any water.
3. They were thinking about building a new garden shed.
4. The garden was just watered and needed to dry out.
Answer:
","2
",2,
C1_28_A_I,C1_28,59,1,ambiguous,ironic,2,He struggled with the system and nearly lost the appointment.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He booked an appointment through a system, which was difficult to use.
Target utterance: He says:  """"That was about as easy as it gets.""""
What meaning is He most likely conveying?
1. The booking went through and the confirmation arrived immediately.
2. He struggled with the system and nearly lost the appointment.
3. He always booked restaurants well ahead of time.
4. He thought about joining a vegetable garden nearby.
Answer:
","2
",2,
C1_49_UA_NI,C1_49,60,1,unambiguous,non-ironic,3,They thought the bird was beautiful.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They saw a stunning bird.
Target utterance: They say: """"A real looker.""""
What meaning is They most likely conveying?
1. The bird looked at them really closely.
2. They thought the bird was not beautiful.
3. They thought the bird was beautiful.
4. They had a great time on a trip.
Answer:
","1
",1,
C1_52_UA_I,C1_52,61,1,unambiguous,ironic,4,The weather conditions were awful.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: I found a nice kettle which was overpriced.
Target utterance: I say: """"What a steal.""""
What meaning is I most likely conveying?
1. I bought a vacuum cleaner and asked to pack them.
2. The delivery driver arrived in heavy rain.
3. The weather conditions were perfect.
4. The weather conditions were awful.
Answer:
","1
",1,
C1_41_A_I,C1_41,62,1,ambiguous,ironic,1,The garden was just watered and needed to dry out.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The garden was dry in the morning.
Target utterance: They say:  """"That’s enough water for the day.""""
What meaning is They most likely conveying?
1. The garden was just watered and needed to dry out.
2. They played some boardgames at a cafe.
3. The garden was struggling without any water.
4. They were thinking about building a new garden shed.
Answer:
","3
",3,
C1_33_UA_I,C1_33,63,1,unambiguous,ironic,3,"In reality, she had been cleaning it regularly.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The room was pristine and they cleaned it.
Target utterance: They say.: """"Looks like you waited way too long to clean.""""
What meaning is They most likely conveying?
1. She had borrowed a screw driver from a neighbour.
2. She had clearly neglected the room and let it get very dirty.
3. In reality, she had been cleaning it regularly.
4. He always waited too long before replying to messages.
Answer:
","2
",2,
C1_30_A_I,C1_30,64,1,ambiguous,ironic,2,"There was nothing amusing about it, it was far too heavy.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They watched a serious movie, and everyone enjoyed it.
Target utterance: They say.: """"That was the perfect movie for a laugh.""""
What meaning is They most likely conveying?
1. The film was genuinely funny and great for a lighthearted evening.
2. There was nothing amusing about it, it was far too heavy.
3. Laughing too loud in the movie theater always embarrassed her.
4. They saw three documentaries that week.
Answer:
","1
",1,
C1_19_A_NI,C1_19,65,1,ambiguous,non-ironic,3,The wedding was a beautiful and enchanting occasion.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She left the wedding feeling sad.
Target utterance: She says: """"What a magical day.""""
What meaning is She most likely conveying?
1. She helped organise the flower arrangements beforehand.
2. The magician wowed all the guests at the reception.
3. The wedding was a beautiful and enchanting occasion.
4. It had been a dull, disappointing event from start to finish.
Answer:
","3
",3,
C1_04_UA_I,C1_04,66,1,unambiguous,ironic,4,The cake tasted really bad.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She ate an disgusting cake.
Target utterance: She says: """"What a delicious cake.""""
What meaning is She most likely conveying?
1. The cake tasted really good.
2. She is planning a birthday party.
3. She baked a cake for the school fair.
4. The cake tasted really bad.
Answer:
","1
",1,
C1_35_UA_I,C1_35,67,1,unambiguous,ironic,4,Nobody would want to go through that again.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He had a terrible experience at the airport.
Target utterance: He says: """"I’d definitely come back again.""""
What meaning is He most likely conveying?
1. He went for a run this morning despite the cold weather.
2. The experience was good enough that repeating it made sense.
3. He wrote a short review of the experience.
4. Nobody would want to go through that again.
Answer:
","2
",2,
C1_31_UA_I,C1_31,68,1,unambiguous,ironic,2,She found the whole restaurant visit disappointing.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She had a terrible meal at a restaurant.
Target utterance: She says: """"That was a great restaurant visit.""""
What meaning is She most likely conveying?
1. She always visited the market before cooking a meal at home.
2. She found the whole restaurant visit disappointing.
3. The restaurant visit was a genuinely enjoyable experience.
4. She wanted to try that museum for months.
Answer:
","2
",2,
C1_15_A_I,C1_15,69,1,ambiguous,ironic,2,Her exam answers were embarrassingly poor.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: Her answers in the exam were intelligent.
Target utterance: She says: """"What a genius.""""
What meaning is She most likely conveying?
1. She had a high IQ.
2. Her exam answers were embarrassingly poor.
3. She studied for her next exam.
4. Her exam answers were impressively smart.
Answer:
","4
",4,
C1_47_A_NI,C1_47,70,1,ambiguous,non-ironic,2,He thought there are more than enough brownie.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He baked a tiny brownie.
Target utterance: he says: """"This should be enough for the entire city.""""
What meaning is he most likely conveying?
1. The city was full of people.
2. He thought there are more than enough brownie.
3. He visited a wedding hall.
4. He thought the brownie was not enough.
Answer:
","2
",2,
C1_14_UA_NI,C1_14,71,1,unambiguous,non-ironic,1,The birthday party was a great success.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She left the birthday party feeling miserable.
Target utterance: She says: """"Truly a night to remember.""""
What meaning is She most likely conveying?
1. The birthday party was a great success.
2. She had trouble remembering things.
3. The birthday party was a disappointment.
4. She planned her next holiday.
Answer:
","3
",3,
C1_23_A_I,C1_23,72,1,ambiguous,ironic,3,"To her, it felt stale and long past its use.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The tradition was old.
Target utterance: She says: """"How wonderfully timeless.""""
What meaning is She most likely conveying?
1. She read about the tradition in a local history book.
2. The clock ticked for over a century.
3. To her, it felt stale and long past its use.
4. She found the tradition beautifully enduring and meaningful.
Answer:
","4
",4,
C1_14_A_NI,C1_14,73,1,ambiguous,non-ironic,3,The birthday party was a great success.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She left the birthday party feeling sad.
Target utterance: She says: """"Truly a night to remember.""""
What meaning is She most likely conveying?
1. The birthday party was a disappointment.
2. She planned her next holiday.
3. The birthday party was a great success.
4. She had trouble remembering things.
Answer:
","1
",1,
C1_39_A_I,C1_39,74,1,ambiguous,ironic,4,He recieved an unexpected results and is unhappy with it.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He studied hard for the exam, and the results were bad.
Target utterance: He says: """"Well, this is amazing.""""
What meaning is He most likely conveying?
1. He had been checking the results portal since early morning.
2. He recieved an expected results and is happy with it.
3. He was dancing at the ballroom.
4. He recieved an unexpected results and is unhappy with it.
Answer:
","4
",4,
C1_38_UA_NI,C1_38,75,1,unambiguous,non-ironic,2,The outcome came as a complete and genuine surprise.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The situation was grim.
Target utterance: She says: """"I never would have guessed that.""""
What meaning is She most likely conveying?
1. She estimated the cost correctly on her first attempt.
2. The outcome came as a complete and genuine surprise.
3. It was entirely predictable, nobody was the least bit shocked.
4. She was following the situation closely for days.
Answer:
","2
",2,
C1_48_UA_I,C1_48,76,1,unambiguous,ironic,1,Her coffee did not taste good.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She took a sip of the cold coffee.
Target utterance: She says: """"This is what fresh coffee tastes like.""""
What meaning is she most likely conveying?
1. Her coffee did not taste good.
2. Her coffee was delicious.
3. She did an experiment in health science.
4. Her coffee tasted like fresh mint.
Answer:
","2
",2,
C1_27_A_NI,C1_27,77,1,ambiguous,non-ironic,1,Her neighbour was wonderfully peaceful and considerate.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He could hear his neighbour being quiet.
Target utterance: He says: """"Truly a blessing to live next to.""""
What meaning is He most likely conveying?
1. Her neighbour was wonderfully peaceful and considerate.
2. His neighbour was unbearably loud and disruptive.
3. He moved into a new apartment.
4. He looked for a new place to live.
Answer:
","1
",1,
C1_11_UA_I,C1_11,78,1,unambiguous,ironic,1,Her colleague seemed very tired today.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She saw her exhausted colleague.
Target utterance: She says: """"You seem so full of energy today.""""
What meaning is She most likely conveying?
1. Her colleague seemed very tired today.
2. Her colleague seemed very energetic today.
3. She filled up the car with energy.
4. She was redecorating her office.
Answer:
","2
",2,
C1_05_A_NI,C1_05,79,1,ambiguous,non-ironic,4,The medicine tasted surprisingly pleasant.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He swallowed the medicine and found it unpleasant.
Target utterance: He says: """"Better than expected.""""
What meaning is He most likely conveying?
1. The medicine tasted absolutely awful.
2. She was looking for a new pharmacy.
3. She made a doctor's appointment.
4. The medicine tasted surprisingly pleasant.
Answer:
","4
",4,
C1_02_A_NI,C1_02,80,1,ambiguous,non-ironic,4,The dog was really heavy to pick up.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She picked up her thin dog.
Target utterance: She says: """"Heaviest dog ever.""""
What meaning is She most likely conveying?
1. The dog was very light to pick up.
2. It was the heaviest package she ever carried.
3. She just adopted a new puppy.
4. The dog was really heavy to pick up.
Answer:
","4
",4,
C1_40_UA_I,C1_40,81,1,unambiguous,ironic,4,The ground was dried out.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: After the weather changed, the ground became parched.
Target utterance: She says: """"We can play with the mud now.""""
What meaning is She most likely conveying?
1. She decided to buy new gardening gloves.
2. The ground was moist and muddy after the rain.
3. She sat on the ground to look closely at the earth.
4. The ground was dried out.
Answer:
","2
",2,
C1_50_A_NI,C1_50,82,1,ambiguous,non-ironic,1,They thought the dog was huge.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They met a big dog.
Target utterance: They say: """"The dog can swallow us whole.""""
What meaning is they most likely conveying?
1. They thought the dog was huge.
2. They went to a park and met new people.
3. They thought the dog was small.
4. The dog swallowed a treat.
Answer:
","3
",3,
C1_13_A_I,C1_13,83,1,ambiguous,ironic,3,Her idea was outdated.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She had an old idea.
Target utterance: She says: """"Truly ahead of its time.""""
What meaning is She most likely conveying?
1. Her idea was innovative.
2. She redecorated her office.
3. Her idea was outdated.
4. She had arrived early.
Answer:
","1
",1,
C1_44_A_NI,C1_44,84,1,ambiguous,non-ironic,4,They thought the concert was huge.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They attended a concert at a big venue.
Target utterance: They say: """"What a massive event.""""
What meaning is they most likely conveying?
1. They organized a massive event for dating.
2. They went to a stadium to watch a football game.
3. They thought the concert was small.
4. They thought the concert was huge.
Answer:
","4
",4,
C1_17_UA_I,C1_17,85,1,unambiguous,ironic,1,The library was far too noisy to concentrate.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She walked into the library and it was deafening.
Target utterance: She says: """"Perfect place to concentrate.""""
What meaning is She most likely conveying?
1. The library was far too noisy to concentrate.
2. She forgot her library card.
3. The library was a calm and quiet environment.
4. She looked for a new book to read.
Answer:
","1
",1,
C1_43_UA_NI,C1_43,86,1,unambiguous,non-ironic,3,She admired the car.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She saw a stunning car on the street.
Target utterance: She says: """"That’s a real beauty.""""
What meaning is she most likely conveying?
1. The street was crowded.
2. She thought the car is ugly.
3. She admired the car.
4. She thought the street car is beautiful.
Answer:
","3
",3,
C1_23_UA_I,C1_23,87,1,unambiguous,ironic,3,"To her, it felt stale and long past its use.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The tradition was ancient.
Target utterance: She says: """"How wonderfully timeless.""""
What meaning is She most likely conveying?
1. The clock ticked for over a century.
2. She read about the tradition in a local history book.
3. To her, it felt stale and long past its use.
4. She found the tradition beautifully enduring and meaningful.
Answer:
","4
",4,
C1_14_UA_I,C1_14,88,1,unambiguous,ironic,4,The birthday party was a disappointment.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She left the birthday party feeling delighted.
Target utterance: She says: """"Truly a night to remember.""""
What meaning is She most likely conveying?
1. She had trouble remembering things.
2. The birthday party was a great success.
3. She planned her next holiday.
4. The birthday party was a disappointment.
Answer:
","2
",2,
C1_39_UA_NI,C1_39,89,1,unambiguous,non-ironic,3,He recieved an expected results and is happy with it.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He studied hard for the exam, and the results were excellent.
Target utterance: He says: """"Well, this is amazing.""""
What meaning is He most likely conveying?
1. He recieved an unexpected results and is unhappy with it.
2. He had been checking the results portal since early morning.
3. He recieved an expected results and is happy with it.
4. He was dancing at the ballroom.
Answer:
","1
",1,
C1_37_UA_NI,C1_37,90,1,unambiguous,non-ironic,4,They found the street genuinely attractive and pleasant.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The street was pristine.
Target utterance: They say:  """"Such a beautiful street""""
What meaning is They most likely conveying?
1. A dog was barking at a squirrel.
2. The street artist painted a beautiful mural on the side wall.
3. It was not a pretty street at all and felt disgusting.
4. They found the street genuinely attractive and pleasant.
Answer:
","4
",4,
C1_27_UA_I,C1_27,91,1,unambiguous,ironic,1,His neighbour was unbearably loud and disruptive.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He could hear his neighbour being deafening.
Target utterance: He says: """"Truly a blessing to live next to.""""
What meaning is He most likely conveying?
1. His neighbour was unbearably loud and disruptive.
2. Her neighbourwas wonderfully peaceful and considerate.
3. He looked for a new place to live.
4. He moved into a new apartment.
Answer:
","1
",1,
C1_25_UA_NI,C1_25,92,1,unambiguous,non-ironic,2,His debating skills were genuinely impressive to watch.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: His argument in the debate was idiotic.
Target utterance: She says: """"What a master of rhetoric.""""
What meaning is She most likely conveying?
1. The debate club met every Thursday evening after class.
2. His debating skills were genuinely impressive to watch.
3. His argument was weak and poorly constructed throughout.
4. She judged the competition that night.
Answer:
","3
",3,
C1_46_A_I,C1_46,93,1,ambiguous,ironic,3,I thought the outfit is ugly.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: I wore an ugly outfit to attend the award ceremony.
Target utterance: I say: """"I look amazing today.""""
What meaning is I most likely conveying?
1. I received an amazing award.
2. The comedians on the stage enjoyed themselves.
3. I thought the outfit is ugly.
4. I admired the outfit.
Answer:
","3
",3,
C1_53_UA_NI,C1_53,94,1,unambiguous,non-ironic,4,The vase was worth a lot of money.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He broke an free vase.

Target utterance: He says: """"Don't worry it's worth nothing.""""
What meaning is He most likely conveying?
1. The experience of breaking the vase was worth it.
2. The vase was not pricy.
3. I went on a hike and picked up flowers.
4. The vase was worth a lot of money.
Answer:
","4
",4,
C1_04_A_I,C1_04,95,1,ambiguous,ironic,1,The cake tasted really bad.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She ate an unpleasant cake.
Target utterance: She says: """"What a delicious cake.""""
What meaning is She most likely conveying?
1. The cake tasted really bad.
2. She baked a cake for the school fair.
3. She is planning a birthday party.
4. The cake tasted really good.
Answer:
","4
",4,
C1_49_UA_I,C1_49,96,1,unambiguous,ironic,4,They thought the bird was not beautiful.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They saw a hideous bird.
Target utterance: They say: """"A real looker.""""
What meaning is They most likely conveying?
1. They thought the bird was beautiful.
2. They had a great time on a trip.
3. The bird looked at them really closely.
4. They thought the bird was not beautiful.
Answer:
","3
",3,
C1_29_UA_I,C1_29,97,1,unambiguous,ironic,4,"Her kitchen was a mess, there was nothing organised about it.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She finished cooking and the kitchen was dirty.
Target utterance: She says: """"I'm actually organized.""""
What meaning is She most likely conveying?
1. She organised a charity event for the following weekend.
2. She just bought a new set of bike repair tools.
3. Her kitchen was neatly arranged and tidy after cooking.
4. Her kitchen was a mess, there was nothing organised about it.
Answer:
","3
",3,
