Item_ID,context_level,irony_label,pronoun,key word,adjective,better adjectives,context,speaker,target_utterance,answering_options,Writer,Reviewer
C1_26_UA_NI,unambiguous,non-ironic,They,picnic,starving,,They left the picnic feeling starving.,They say:,"""Food for the soul.""","1. The picnic was nourishing and genuinely enjoyable.
2. There was barely anything to eat; they left unsatisfied.
3. She always kept her soul music collection in good order.
4. They spent the morning preparing sandwiches and snacks.",Stella,
"C1_27_A_I
",ambiguous,ironic,He,neighbour,loud,,He could hear his neighbour being loud.,He says:,"""Truly a blessing to live next to.""","1. Her neighbour was wonderfully peaceful and considerate.
2. His neighbour was unbearably loud and disruptive.
3. He moved into a new apartment.
4. He looked for a new place to live.",Stella,
C1_27_A_NI,ambiguous,non-ironic,He,neighbour,quiet,,He could hear his neighbour being quiet.,He says:,"""Truly a blessing to live next to.""","1. Her neighbour was wonderfully peaceful and considerate.
2. His neighbour was unbearably loud and disruptive.
3. He moved into a new apartment.
4. He looked for a new place to live.",Stella,
C1_27_UA_I,unambiguous,ironic,He,neighbour,deafening,,He could hear his neighbour being deafening.,He says:,"""Truly a blessing to live next to.""","1. Her neighbourwas wonderfully peaceful and considerate.
2. His neighbour was unbearably loud and disruptive.
3. He moved into a new apartment.
4. He looked for a new place to live.",Stella,
C1_27_UA_NI,unambiguous,non-ironic,He,neighbour,inaudible ,,He could hear his neighbour being inaudible.,He says:,"""Truly a blessing to live next to.""","1. Her neighbour was wonderfully peaceful and considerate.
2. His neighbour was unbearably loud and disruptive.
3. He moved into a new apartment.
4. He looked for a new place to live.",Stella,
C1_28_A_I,ambiguous,ironic,He,appointment,difficult,,"He booked an appointment through a system, which was difficult to use.",He says: ,"""That was about as easy as it gets.""","1. The booking went through and the confirmation arrived immediately.
2. He struggled with the system and nearly lost the appointment.
3. He always booked restaurants well ahead of time.
4. He thought about joining a vegetable garden nearby.",Rabia,Asuka
C1_28_A_NI,ambiguous,non-ironic,He,appointment,easy,,"He booked an appointment through a system, which was easy to use.",He says: ,"""That was about as easy as it gets.""","1. The booking went through and the confirmation arrived immediately.
2. He struggled with the system and nearly lost the appointment.
3. He always booked restaurants well ahead of time.
4. He thought about joining a vegetable garden nearby.",Rabia,Asuka
C1_28_UA_I,unambiguous,ironic,He,appointment,impossible,,"He booked an appointment through a system, which was impossible to use.",He says: ,"""That was about as easy as it gets.""","1. The booking went through and the confirmation arrived immediately.
2. He struggled with the system and nearly lost the appointment.
3. He always booked restaurants well ahead of time.
4. He thought about joining a vegetable garden nearby.",Rabia,Asuka
C1_28_UA_NI,unambiguous,non-ironic,He,appointment,trivial,,"He booked an appointment through a system, which was trivial to use.",He says: ,"""That was about as easy as it gets.""","1. The booking went through and the confirmation arrived immediately.
2. He struggled with the system and nearly lost the appointment.
3. He always booked restaurants well ahead of time.
4. He thought about joining a vegetable garden nearby.",Rabia,Asuka
"C1_29_A_I
",ambiguous,ironic,She,kitchen,dirty,,She finished cooking and the kitchen was dirty.,She says:,"""I'm actually organized.""","1. Her kitchen was neatly arranged and tidy after cooking.
2. Her kitchen was a mess, there was nothing organised about it.
3. She organised a charity event for the following weekend.
4. She just bought a new set of bike repair tools.",Rabia,Asuka
C1_29_A_NI,ambiguous,non-ironic,She,kitchen,clean,,She finished cooking and the kitchen was dirty.,She says:,"""I'm actually organized.""","1. Her kitchen was neatly arranged and tidy after cooking.
2. Her kitchen was a mess, there was nothing organised about it.
3. She organised a charity event for the following weekend.
4. She just bought a new set of bike repair tools.",Rabia,Asuka
C1_29_UA_I,unambiguous,ironic,She,kitchen,filthy,,She finished cooking and the kitchen was dirty.,She says:,"""I'm actually organized.""","1. Her kitchen was neatly arranged and tidy after cooking.
2. Her kitchen was a mess, there was nothing organised about it.
3. She organised a charity event for the following weekend.
4. She just bought a new set of bike repair tools.",Rabia,Asuka
C1_29_UA_NI,unambiguous,non-ironic,She,kitchen,pristine,,She finished cooking and the kitchen was dirty.,She says:,"""I'm actually organized.""","1. Her kitchen was neatly arranged and tidy after cooking.
2. Her kitchen was a mess, there was nothing organised about it.
3. She organised a charity event for the following weekend.
4. She just bought a new set of bike repair tools.",Rabia,Asuka
C1_30_A_I,ambiguous,ironic,They,movie,serious,,"They watched a serious movie, and everyone enjoyed it.",They say.:,"""That was the perfect movie for a laugh.""","1. The film was genuinely funny and great for a lighthearted evening.
2. There was nothing amusing about it, it was far too heavy.
3. Laughing too loud in the movie theater always embarrassed her.
4. They saw three documentaries that week.",Rabia,Asuka
C1_30_A_NI,ambiguous,non-ironic,They,movie,funny,,"They watched a funny movie, and everyone enjoyed it.",They say.:,"""That was the perfect movie for a laugh.""","1. The film was genuinely funny and great for a lighthearted evening.
2. There was nothing amusing about it, it was far too heavy.
3. Laughing too loud in the movie theater always embarrassed her.
4. They saw three documentaries that week.",Rabia,Asuka
C1_30_UA_I,unambiguous,ironic,They,movie,grim,,"They watched a grim movie, and everyone enjoyed it.",They say.:,"""That was the perfect movie for a laugh.""","1. The film was genuinely funny and great for a lighthearted evening.
2. There was nothing amusing about it, it was far too heavy.
3. Laughing too loud in the movie theater always embarrassed her.
4. They saw three documentaries that week.",Rabia,Asuka
C1_30_UA_NI,unambiguous,non-ironic,They,movie,hilarious,,"They watched a hilarious movie, and everyone enjoyed it.",They say.:,"""That was the perfect movie for a laugh.""","1. The film was genuinely funny and great for a lighthearted evening.
2. There was nothing amusing about it, it was far too heavy.
3. Laughing too loud in the movie theater always embarrassed her.
4. They saw three documentaries that week.",Rabia,Asuka
"C1_31_A_I
",ambiguous,ironic,She,meal,bad,,She had a bad meal at a restaurant.,She says:,"""That was a great restaurant visit.""","1. The restaurant visit was a genuinely enjoyable experience.
2. She found the whole restaurant visit disappointing.
3. She always visited the market before cooking a meal at home.
4. She wanted to try that museum for months.",Rabia,Asuka
C1_31_A_NI,ambiguous,non-ironic,She,meal,good,,She had a good meal at a restaurant.,She says:,"""That was a great restaurant visit.""","1. The restaurant visit was a genuinely enjoyable experience.
2. She found the whole restaurant visit disappointing.
3. She always visited the market before cooking a meal at home.
4. She wanted to try that museum for months.",Rabia,Asuka
C1_31_UA_I,unambiguous,ironic,She,meal,terrible,,She had a terrible meal at a restaurant.,She says:,"""That was a great restaurant visit.""","1. The restaurant visit was a genuinely enjoyable experience.
2. She found the whole restaurant visit disappointing.
3. She always visited the market before cooking a meal at home.
4. She wanted to try that museum for months.",Rabia,Asuka
C1_31_UA_NI,unambiguous,non-ironic,She,meal,excellent,,She had an excellent meal at a restaurant.,She says:,"""That was a great restaurant visit.""","1. The restaurant visit was a genuinely enjoyable experience.
2. She found the whole restaurant visit disappointing.
3. She always visited the market before cooking a meal at home.
4. She wanted to try that museum for months.",Rabia,Asuka
C1_32_A_I,ambiguous,ironic,They,task,easy,,They finished an easy task for a math class.,They say:,"""We must be very smart.""","1. Completing it was a genuine sign of intelligence.
2. Anyone could have done it, there were no special abilities required.
3. They were always smart about managing her money.
4. They worked out most of the afternoon.",Rabia,Asuka
C1_32_A_NI,ambiguous,non-ironic,They,task,difficult,,They finished an difficult task for a math class.,They say:,"""We must be very smart.""","1. Completing it was a genuine sign of intelligence.
2. Anyone could have done it, there were no special abilities required.
3. They were always smart about managing her money.
4. They worked out most of the afternoon.",Rabia,Asuka
C1_32_UA_I,unambiguous,ironic,They,task,trivial,,They finished an trivial task for a math class.,They say:,"""We must be very smart.""","1. Completing it was a genuine sign of intelligence.
2. Anyone could have done it, there were no special abilities required.
3. They were always smart about managing her money.
4. They worked out most of the afternoon.",Rabia,Asuka
C1_32_UA_NI,unambiguous,non-ironic,They,task,impossible,,They finished an impossible task for a math class.,They say:,"""We must be very smart.""","1. Completing it was a genuine sign of intelligence.
2. Anyone could have done it, there were no special abilities required.
3. They were always smart about managing her money.
4. They worked out most of the afternoon.",Rabia,Asuka
"C1_33_A_I
",ambiguous,ironic,They,room,clean,,The room was clean and they cleaned it.,They say.:,"""Looks like you waited way too long to clean.""","1. She had clearly neglected the room and let it get very dirty.
2. In reality, she had been cleaning it regularly.
3. He always waited too long before replying to messages.
4. She had borrowed a screw driver from a neighbour.",Rabia,Asuka
C1_33_A_NI,ambiguous,non-ironic,They,room,dirty,,The room was dirty and they cleaned it.,They say.:,"""Looks like you waited way too long to clean.""","1. She had clearly neglected the room and let it get very dirty.
2. In reality, she had been cleaning it regularly.
3. He always waited too long before replying to messages.
4. She had borrowed a screw driver from a neighbour.",Rabia,Asuka
C1_33_UA_I,unambiguous,ironic,They,room,pristine,,The room was pristine and they cleaned it.,They say.:,"""Looks like you waited way too long to clean.""","1. She had clearly neglected the room and let it get very dirty.
2. In reality, she had been cleaning it regularly.
3. He always waited too long before replying to messages.
4. She had borrowed a screw driver from a neighbour.",Rabia,Asuka
C1_33_UA_NI,unambiguous,non-ironic,They,room,filthy,,The room was filthy and they cleaned it.,They say.:,"""Looks like you waited way too long to clean.""","1. She had clearly neglected the room and let it get very dirty.
2. In reality, she had been cleaning it regularly.
3. He always waited too long before replying to messages.
4. She had borrowed a screw driver from a neighbour.",Rabia,Asuka
C1_34_A_I,ambiguous,ironic,She,musical,funny,,The musical she watched last night was really funny.,She says:,"""This made me question my life.""","1. The musical provoked genuine reflection long after it ended.
2. The musical was purely for laughs, there was nothing thought-provoking about it.
3. She answered some questions about a musical.
4. She left her reading glasses on the kitchen counter.",Rabia,Asuka
C1_34_A_NI,ambiguous,non-ironic,She,musical,grim,,The musical she watched last night was really grim.,She says:,"""This made me question my life.""","1. The musical provoked genuine reflection long after it ended.
2. The musical was purely for laughs, there was nothing thought-provoking about it.
3. She answered some questions about a musical.
4. She left her reading glasses on the kitchen counter.",Rabia,Asuka
C1_34_UA_I,unambiguous,ironic,She,musical,hilarious,,The musical she watched last night was really hilarious.,She says:,"""This made me question my life.""","1. The musical provoked genuine reflection long after it ended.
2. The musical was purely for laughs, there was nothing thought-provoking about it.
3. She answered some questions about a musical.
4. She left her reading glasses on the kitchen counter.",Rabia,Asuka
C1_34_UA_NI,unambiguous,non-ironic,She,musical,serious,,The musical she watched last night was really serious.,She says:,"""This made me question my life.""","1. The musical provoked genuine reflection long after it ended.
2. The musical was purely for laughs, there was nothing thought-provoking about it.
3. She answered some questions about a musical.
4. She left her reading glasses on the kitchen counter.",Rabia,Asuka
"C1_35_A_I
",ambiguous,ironic,He,airport,bad,,He had a bad experience at the airport.,He says:,"""I’d definitely come back again.""","1. The experience was good enough that repeating it made sense.
2. Nobody would want to go through that again.
3. He wrote a short review of the experience.
4. He went for a run this morning despite the cold weather.",Rabia,Asuka
C1_35_A_NI,ambiguous,non-ironic,He,airport,good,,He had a good experience at the airport.,He says:,"""I’d definitely come back again.""","1. The experience was good enough that repeating it made sense.
2. Nobody would want to go through that again.
3. He wrote a short review of the experience.
4. He went for a run this morning despite the cold weather.",Rabia,Asuka
C1_35_UA_I,unambiguous,ironic,He,airport,terrible,,He had a terrible experience at the airport.,He says:,"""I’d definitely come back again.""","1. The experience was good enough that repeating it made sense.
2. Nobody would want to go through that again.
3. He wrote a short review of the experience.
4. He went for a run this morning despite the cold weather.",Rabia,Asuka
C1_35_UA_NI,unambiguous,non-ironic,He,airport,excellent,,He had an excellent experience at the airport.,He says:,"""I’d definitely come back again.""","1. The experience was good enough that repeating it made sense.
2. Nobody would want to go through that again.
3. He wrote a short review of the experience.
4. He went for a run this morning despite the cold weather.",Rabia,Asuka
C1_36_A_I,ambiguous,ironic,She,question,easy,,She prepared easy questions for the students.,She says:,"""I hope they're prepared for this.""","1. The questions were very difficult to answer.
2. The questions were straightforward and required little effort.
3. She posted the question on the class forum.
4. She went for a walk and found some birds.",Rabia,Asuka
C1_36_A_NI,ambiguous,non-ironic,She,question,difficult,,She prepared easy questions for the students.,She says:,"""I hope they're prepared for this.""","1. The questions were very difficult to answer.
2. The questions were straightforward and required little effort.
3. She posted the question on the class forum.
4. She went for a walk and found some birds.",Rabia,Asuka
C1_36_UA_I,unambiguous,ironic,She,question,trivial,,She prepared easy questions for the students.,She says:,"""I hope they're prepared for this.""","1. The questions were very difficult to answer.
2. The questions were straightforward and required little effort.
3. She posted the question on the class forum.
4. She went for a walk and found some birds.",Rabia,Asuka
C1_36_UA_NI,unambiguous,non-ironic,She,question,impossible,,She prepared easy questions for the students.,She says:,"""I hope they're prepared for this.""","1. The questions were very difficult to answer.
2. The questions were straightforward and required little effort.
3. She posted the question on the class forum.
4. She went for a walk and found some birds.",Rabia,Asuka
"C1_37_A_I
",ambiguous,ironic,They,street,dirty,,The street was dirty.,They say: ,"""Such a beautiful street""","1. They found the street genuinely attractive and pleasant.
2. It was not a pretty street at all and felt disgusting.
3. The street artist painted a beautiful mural on the side wall.
4. A dog was barking at a squirrel.",Rabia,Asuka
C1_37_A_NI,ambiguous,non-ironic,They,street,clean,,The street was clean.,They say: ,"""Such a beautiful street""","1. They found the street genuinely attractive and pleasant.
2. It was not a pretty street at all and felt disgusting.
3. The street artist painted a beautiful mural on the side wall.
4. A dog was barking at a squirrel.",Rabia,Asuka
C1_37_UA_I,unambiguous,ironic,They,street,filthy,,The street was filthy.,They say: ,"""Such a beautiful street""","1. They found the street genuinely attractive and pleasant.
2. It was not a pretty street at all and felt disgusting.
3. The street artist painted a beautiful mural on the side wall.
4. A dog was barking at a squirrel.",Rabia,Asuka
C1_37_UA_NI,unambiguous,non-ironic,They,street,pristine,,The street was pristine.,They say: ,"""Such a beautiful street""","1. They found the street genuinely attractive and pleasant.
2. It was not a pretty street at all and felt disgusting.
3. The street artist painted a beautiful mural on the side wall.
4. A dog was barking at a squirrel.",Rabia,Asuka
C1_38_A_I,ambiguous,ironic,She,situation,hilarious,,The situation was hilarious.,She says:,"""I never would have guessed that.""","1. The outcome came as a complete and genuine surprise.
2. It was entirely predictable, nobody was the least bit shocked.
3. She was following the situation closely for days.
4. She estimated the cost correctly on her first attempt.",Rabia,Asuka
C1_38_A_NI,ambiguous,non-ironic,She,situation,serious,,The situation was serious.,She says:,"""I never would have guessed that.""","1. The outcome came as a complete and genuine surprise.
2. It was entirely predictable, nobody was the least bit shocked.
3. She was following the situation closely for days.
4. She estimated the cost correctly on her first attempt.",Rabia,Asuka
C1_38_UA_I,unambiguous,ironic,She,situation,funny,,The situation was funny.,She says:,"""I never would have guessed that.""","1. The outcome came as a complete and genuine surprise.
2. It was entirely predictable, nobody was the least bit shocked.
3. She was following the situation closely for days.
4. She estimated the cost correctly on her first attempt.",Rabia,Asuka
C1_38_UA_NI,unambiguous,non-ironic,She,situation,grim,,The situation was grim.,She says:,"""I never would have guessed that.""","1. The outcome came as a complete and genuine surprise.
2. It was entirely predictable, nobody was the least bit shocked.
3. She was following the situation closely for days.
4. She estimated the cost correctly on her first attempt.",Rabia,Asuka
"C1_39_A_I
",ambiguous,ironic,He,exam,bad,,"He studied hard for the exam, and the results were bad.",He says:,"""Well, this is amazing.""","1. He recieved an expected results and is happy with it.
2. He recieved an unexpected results and is unhappy with it.
3. He had been checking the results portal since early morning.
4. He was dancing at the ballroom.",Rabia,Asuka
C1_39_A_NI,ambiguous,non-ironic,He,exam,good,,"He studied hard for the exam, and the results were good.",He says:,"""Well, this is amazing.""","1. He recieved an expected results and is happy with it.
2. He recieved an unexpected results and is unhappy with it.
3. He had been checking the results portal since early morning.
4. He was dancing at the ballroom.",Rabia,Asuka
C1_39_UA_I,unambiguous,ironic,He,exam,terrible,,"He studied hard for the exam, and the results were terrible.",He says:,"""Well, this is amazing.""","1. He recieved an expected results and is happy with it.
2. He recieved an unexpected results and is unhappy with it.
3. He had been checking the results portal since early morning.
4. He was dancing at the ballroom.",Rabia,Asuka
C1_39_UA_NI,unambiguous,non-ironic,He,exam,excellent,,"He studied hard for the exam, and the results were excellent.",He says:,"""Well, this is amazing.""","1. He recieved an expected results and is happy with it.
2. He recieved an unexpected results and is unhappy with it.
3. He had been checking the results portal since early morning.
4. He was dancing at the ballroom.",Rabia,Asuka
C1_40_A_I,ambiguous,ironic,She,ground,dry,,"After the weather changed, the ground became dry.",She says:,"""We can play with the mud now.""","1. The ground was moist and muddy after the rain.
2. The ground was dried out.
3. She sat on the ground to look closely at the earth.
4. She decided to buy new gardening gloves.",Rabia,Asuka
C1_40_A_NI,ambiguous,non-ironic,She,ground,wet,,"After the weather changed, the ground became wet.",She says:,"""We can play with the mud now.""","1. The ground was moist and muddy after the rain.
2. The ground was dried out.
3. She sat on the ground to look closely at the earth.
4. She decided to buy new gardening gloves.",Rabia,Asuka
C1_40_UA_I,unambiguous,ironic,She,ground,parched,,"After the weather changed, the ground became parched.",She says:,"""We can play with the mud now.""","1. The ground was moist and muddy after the rain.
2. The ground was dried out.
3. She sat on the ground to look closely at the earth.
4. She decided to buy new gardening gloves.",Rabia,Asuka
C1_40_UA_NI,unambiguous,non-ironic,She,ground,soaked,,"After the weather changed, the ground became soaked.",She says:,"""We can play with the mud now.""","1. The ground was moist and muddy after the rain.
2. The ground was dried out.
3. She sat on the ground to look closely at the earth.
4. She decided to buy new gardening gloves.",Rabia,Asuka
"C1_41_A_I
",ambiguous,ironic,They,garden,dry,,The garden was dry in the morning.,They say: ,"""That’s enough water for the day.""","1. The garden was struggling without any water.
2. The garden was just watered and needed to dry out.
3. They were thinking about building a new garden shed.
4. They played some boardgames at a cafe.",Rabia,Asuka
C1_41_A_NI,ambiguous,non-ironic,They,garden,wet,,The garden was wet in the morning.,They say: ,"""That’s enough water for the day.""","1. The garden was struggling without any water.
2. The garden was just watered and needed to dry out.
3. They were thinking about building a new garden shed.
4. They played some boardgames at a cafe.",Rabia,Asuka
C1_41_UA_I,unambiguous,ironic,They,garden,parched,,The garden was parched in the morning.,They say: ,"""That’s enough water for the day.""","1. The garden was struggling without any water.
2. The garden was just watered and needed to dry out.
3. They were thinking about building a new garden shed.
4. They played some boardgames at a cafe.",Rabia,Asuka
C1_41_UA_NI,unambiguous,non-ironic,They,garden,soaked,,The garden was soaked in the morning.,They say: ,"""That’s enough water for the day.""","1. The garden was struggling without any water.
2. The garden was just watered and needed to dry out.
3. They were thinking about building a new garden shed.
4. They played some boardgames at a cafe.",Rabia,Asuka
C1_42_A_I,ambiguous,ironic,He,field,dry,,The field was dry.,He says:,"""It is good for plants""","1. The plants had been getting plenty of moisture to grow.
2. The plants had been wilting due to lack of water.
3. He had been reading about different farming techniques.
4. He was considering buying a new tractor.",Rabia,
C1_42_A_NI,ambiguous,non-ironic,He,field,wet,,The field was wet.,He says:,"""It is good for plants""","1. The plants had been getting plenty of moisture to grow.
2. The plants had been wilting due to lack of water.
3. He had been reading about different farming techniques.
4. He was considering buying a new tractor.",Rabia,
C1_42_UA_I,unambiguous,ironic,He,field,parched,,The field was parched.,He says:,"""It is good for plants""","1. The plants had been getting plenty of moisture to grow.
2. The plants had been wilting due to lack of water.
3. He had been reading about different farming techniques.
4. He was considering buying a new tractor.",Rabia,
C1_42_UA_NI,unambiguous,non-ironic,He,field,soaked,,The field was soaked.,He says:,"""It is good for plants""","1. The plants had been getting plenty of moisture to grow.
2. The plants had been wilting due to lack of water.
3. He had been reading about different farming techniques.
4. He was considering buying a new tractor.",Rabia,
"C1_43_A_I
",ambiguous,ironic,she,car,ugly,,She saw an ugly car on the street.,She says:,"""That’s a real beauty.""","1. She admired the car.
2. She thought the car is ugly.
3. She thought the street car is beautiful.
4. The street was crowded.",Asuka,
C1_43_A_NI,ambiguous,non-ironic,she,car,pretty,,She saw a pretty car on the street.,She says:,"""That’s a real beauty.""","1. She admired the car.
2. She thought the car is ugly.
3. She thought the street car is beautiful.
4. The street was crowded.",Asuka,
C1_43_UA_I,unambiguous,ironic,she,car,hideous,,She saw a hideous car on the street.,She says:,"""That’s a real beauty.""","1. She admired the car.
2. She thought the car is ugly.
3. She thought the street car is beautiful.
4. The street was crowded.",Asuka,
C1_43_UA_NI,unambiguous,non-ironic,she,car,stunning/beautiful,,She saw a stunning car on the street.,She says:,"""That’s a real beauty.""","1. She admired the car.
2. She thought the car is ugly.
3. She thought the street car is beautiful.
4. The street was crowded.",Asuka,
C1_44_A_I,ambiguous,ironic,they,concert,small,,"They attended a concert at a small venue.

",They say:,"""What a massive event.""","1. They thought the concert was huge.
2. They thought the concert was small.
3. They organized a massive event for dating.
4. They went to a stadium to watch a football game.",Asuka,
C1_44_A_NI,ambiguous,non-ironic,they,concert,big,,They attended a concert at a big venue.,They say:,"""What a massive event.""","1. They thought the concert was huge.
2. They thought the concert was small.
3. They organized a massive event for dating.
4. They went to a stadium to watch a football game.",Asuka,
C1_44_UA_I,unambiguous,ironic,they,concert,tiny,,"They attended a concert at a tiny venue.

",They say:,"""What a massive event.""","1. They thought the concert was huge.
2. They thought the concert was small.
3. They organized a massive event for dating.
4. They went to a stadium to watch a football game.",Asuka,
C1_44_UA_NI,unambiguous,non-ironic,they,concert,enormous,,"They attended a concert at an enormous venue.
",They say:,"""What a massive event.""","1. They thought the concert was huge.
2. They thought the concert was small.
3. They organized a massive event for dating.
4. They went to a stadium to watch a football game.",Asuka,
"C1_45_A_I
",ambiguous,ironic,he,beach,cool,lukewarm,"He went to the beach, and the weather was lukewarm.",he says:,"""The weather really delivered.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. They meant to harvest the houseplants, but forgot about it.",Asuka,
C1_45_A_NI,ambiguous,non-ironic,he,beach,warm,,"He went to the beach, and the weather was warm.",he says:,"""The weather really delivered.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. They meant to harvest the houseplants, but forgot about it.",Asuka,
C1_45_UA_I,unambiguous,ironic,he,beach,cold,,"He went to the beach, and the weather was cold.",he says:,"""The weather really delivered.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. They meant to harvest the houseplants, but forgot about it.",Asuka,
C1_45_UA_NI,unambiguous,non-ironic,he,beach,hot,,"He went to the beach, and the weather was hot.",he says:,"""The weather really delivered.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. They meant to harvest the houseplants, but forgot about it.",Asuka,
C1_46_A_I,ambiguous,ironic,I,outfit,ugly,,I wore an ugly outfit to attend the award ceremony.,I say:,"""I look amazing today.""","1. I admired the outfit.
2. I thought the outfit is ugly.
3. I received an amazing award.
4. The comedians on the stage enjoyed themselves. ",Asuka,
C1_46_A_NI,ambiguous,non-ironic,I,outfit,pretty,,I wore a pretty outfit to attend the award ceremony.,I say:,"""I look amazing today.""","1. I admired the outfit.
2. I thought the outfit is ugly.
3. I received an amazing award.
4. The comedians on the stage enjoyed themselves. ",Asuka,
C1_46_UA_I,unambiguous,ironic,I,outfit,hideous,,I wore a hideous outfit to attend the award ceremony.,I say:,"""I look amazing today.""","1. I admired the outfit.
2. I thought the outfit is ugly.
3. I received an amazing award.
4. The comedians on the stage enjoyed themselves. ",Asuka,
C1_46_UA_NI,unambiguous,non-ironic,I,outfit,stunning/beautiful,,I wore a stunning outfit to attend the award ceremony.,I say:,"""I look amazing today.""","1. I admired the outfit.
2. I thought the outfit is ugly.
3. I received an amazing award.
4. The comedians on the stage enjoyed themselves. ",Asuka,
"C1_47_A_I
",ambiguous,ironic,he,brownie,small,,He baked a tiny brownie.,he says:,"""This should be enough for the entire city.""","1. He thought there are more than enough brownie.
2. He thought the brownie was not enough.
3. The city was full of people.
4. He visited a wedding hall.",Asuka,
C1_47_A_NI,ambiguous,non-ironic,he,brownie,big,,He baked a tiny brownie.,he says:,"""This should be enough for the entire city.""","1. He thought there are more than enough brownie.
2. He thought the brownie was not enough.
3. The city was full of people.
4. He visited a wedding hall.",Asuka,
C1_47_UA_I,unambiguous,ironic,he,brownie,tiny,,He baked a tiny brownie.,he says:,"""This should be enough for the entire city.""","1. He thought there are more than enough brownie.
2. He thought the brownie was not enough.
3. The city was full of people.
4. He visited a wedding hall.",Asuka,
C1_47_UA_NI,unambiguous,non-ironic,he,brownie,enormous,,He baked a tiny brownie.,he says:,"""This should be enough for the entire city.""","1. He thought there are more than enough brownie.
2. He thought the brownie was not enough.
3. The city was full of people.
4. He visited a wedding hall.",Asuka,
"C1_48_A_I
",ambiguous,ironic,she,coffee,cool,,She took a sip of the cool coffee.,She says:,"""This is what fresh coffee tastes like.""","1. Her coffee was delicious.
2. Her coffee did not taste good.
3. Her coffee tasted like fresh mint.
4. She did an experiment in health science.",Asuka,
C1_48_A_NI,ambiguous,non-ironic,she,coffee,warm,,She took a sip of the warm coffee.,She says:,"""This is what fresh coffee tastes like.""","1. Her coffee was delicious.
2. Her coffee did not taste good.
3. Her coffee tasted like fresh mint.
4. She did an experiment in health science.",Asuka,
C1_48_UA_I,unambiguous,ironic,she,coffee,cold,,She took a sip of the cold coffee.,She says:,"""This is what fresh coffee tastes like.""","1. Her coffee was delicious.
2. Her coffee did not taste good.
3. Her coffee tasted like fresh mint.
4. She did an experiment in health science.",Asuka,
C1_48_UA_NI,unambiguous,non-ironic,she,coffee,hot,,She took a sip of the hot coffee.,She says:,"""This is what fresh coffee tastes like.""","1. Her coffee was delicious.
2. Her coffee did not taste good.
3. Her coffee tasted like fresh mint.
4. She did an experiment in health science.",Asuka,
"C1_49_A_I
",ambiguous,ironic,They,bird,ugly,,They saw an ugly bird.,They say:,"""A real looker.""","1. They thought the bird was beautiful.
2. They thought the bird was not beautiful.
3. The bird looked at them really closely.
4. They had a great time on a trip.",Asuka,
C1_49_A_NI,ambiguous,non-ironic,They,bird,pretty,,They saw a pretty bird.,They say:,"""A real looker.""","1. They thought the bird was beautiful.
2. They thought the bird was not beautiful.
3. The bird looked at them really closely.
4. They had a great time on a trip.",Asuka,
C1_49_UA_I,unambiguous,ironic,They,bird,hideous,,They saw a hideous bird.,They say:,"""A real looker.""","1. They thought the bird was beautiful.
2. They thought the bird was not beautiful.
3. The bird looked at them really closely.
4. They had a great time on a trip.",Asuka,
C1_49_UA_NI,unambiguous,non-ironic,They,bird,stunning/beautiful,,They saw a stunning bird.,They say:,"""A real looker.""","1. They thought the bird was beautiful.
2. They thought the bird was not beautiful.
3. The bird looked at them really closely.
4. They had a great time on a trip.",Asuka,
"C1_50_A_I
",ambiguous,ironic,they,dog,small,,They met a small dog.,They say:,"""The dog can swallow us whole.""","1. They thought the dog was huge.
2. They thought the dog was small.
3. The dog swallowed a treat.
4. They went to a park and met new people.",Asuka,
C1_50_A_NI,ambiguous,non-ironic,they,dog,big,,They met a big dog.,They say:,"""The dog can swallow us whole.""","1. They thought the dog was huge.
2. They thought the dog was small.
3. The dog swallowed a treat.
4. They went to a park and met new people.",Asuka,
C1_50_UA_I,unambiguous,ironic,they,dog,tiny,,They met a tiny dog.,They say:,"""The dog can swallow us whole.""","1. They thought the dog was huge.
2. They thought the dog was small.
3. The dog swallowed a treat.
4. They went to a park and met new people.",Asuka,
C1_50_UA_NI,unambiguous,non-ironic,they,dog,enormous,,They met a enormous dog.,They say:,"""The dog can swallow us whole.""","1. They thought the dog was huge.
2. They thought the dog was small.
3. The dog swallowed a treat.
4. They went to a park and met new people.",Asuka,
"C1_51_A_I
",ambiguous,ironic,they,lead,cool,,They received a lukewarm lead.,They say:,"""This is the opportunity of a lifetime.”","1. They thought the lead was promising.
2. They thought the lead was not promising.
3. There are plenty of opportunities in a lifetime.
4. They offer great deals on various products.",Asuka,
C1_51_A_NI,ambiguous,non-ironic,they,lead,warm,,They received a warm lead.,They say:,"""This is the opportunity of a lifetime.”","1. They thought the lead was promising.
2. They thought the lead was not promising.
3. There are plenty of opportunities in a lifetime.
4. They offer great deals on various products.",Asuka,
C1_51_UA_I,unambiguous,ironic,they,lead,cold,,They received a cold lead.,They say:,"""This is the opportunity of a lifetime.”","1. They thought the lead was promising.
2. They thought the lead was not promising.
3. There are plenty of opportunities in a lifetime.
4. They offer great deals on various products.",Asuka,
